rating,category,fandom,relationship,character,additional tags,language,published,status,status date,words,comments,kudos,bookmarks,hits,persephone_agency,hades_agency,agency_diff,hades_power,persephone_power,power_diff
General Audiences,['F/M'],['Ancient Greek Religion & Lore'],['Hades/Persephone (Ancient Greek Religion & Lore)'],"['Hades (Ancient Greek Religion & Lore)', 'Persephone (Ancient Greek Religion & Lore)', 'Original Female Character(s)']","['Alternate Universe - Modern Setting', 'Urban Fantasy', 'Humor', 'Married Couple', 'Lawyers', 'Because I love dragging modern world practicalities into mythology', 'Modern Setting Retelling of Ancient Greek Religion & Lore', 'Short One Shot', 'They are happily married for reasons of I prefer happiness']",English,2019-12-22,Completed,2019-12-22,793,23.0,288.0,30.0,2008,0.3333333333333333,0.6,0.26666666666666666,0.0,-0.3333333333333333,0.3333333333333333
Explicit,['F/M'],"['Lore Olympus (Webcomic)', 'Ancient Greek Religion & Lore']","['Hades/Persephone (Lore Olympus)', 'Hades/Persephone (Ancient Greek Religion & Lore)', 'Hades/Persephone', 'Hades & Persephone (Ancient Greek Religion & Lore)']","['Hades (Lore Olympus)', 'Persephone (Lore Olympus)', 'Thanatos (Lore Olympus)', 'Hermes (Lore Olympus)', 'Hades (Ancient Greek Religion & Lore)', 'Persephone (Ancient Greek Religion & Lore)', 'Thanatos (Ancient Greek Religion & Lore)', 'Hermes (Ancient Greek Religion & Lore)']","['Office Shenanigans', 'Oral Sex', '""secret"" relationship', 'Comedy', 'Wait for the punchline']",English,2019-12-19,Completed,2019-12-19,538,52.0,317.0,10.0,4127,,,,,,
General Audiences,['F/M'],"['Lore Olympus (Webcomic)', 'Ancient Greek Religion & Lore']","['Hades/Persephone (Lore Olympus)', 'Hades/Persephone', 'Hades & Persephone (Ancient Greek Religion & Lore)']","['Hades (Lore Olympus)', 'Hades (Ancient Greek Religion & Lore)', 'Persephone (Lore Olympus)', 'Persephone (Ancient Greek Religion & Lore)']","['soft and sweet', 'Married Couple', 'Married Life', 'Routine', 'Spending Time Together', 'No Dialogue', 'Slice of Life']",English,2019-12-15,Completed,2019-12-15,491,22.0,161.0,6.0,1181,0.6666666666666666,,,,0.6666666666666666,
Teen And Up Audiences,"['F/M', 'Gen']","['Hadestown - Mitchell', 'Ancient Greek Religion & Lore']","['Hades/Persephone (Hadestown)', 'Hermes & Orpheus (Hadestown)', 'Hades & Orpheus (Hadestown)', 'Hades/Persephone (Ancient Greek Religion & Lore)', 'Orpheus & Persephone (Hadestown)']","['Persephone (Hadestown)', 'Hades (Hadestown)', 'Orpheus (Hadestown)', 'Hermes (Hadestown)', 'Cerberus (Ancient Greek Religion & Lore)']","['Babysitting in the Underworld', 'Hades is soft for Persephone', 'Persephone schemes', ""She's smarter then people think"", 'Hermes is tired', 'Zeus is Zeus', 'happy fluff']",English,2019-12-12,Completed,2019-12-12,1243,9.0,93.0,1.0,1195,0.15384615384615385,0.35294117647058826,0.1990950226244344,0.0,0.15384615384615385,-0.15384615384615385
General Audiences,"['F/M', 'Gen']","['Hadestown - Mitchell', 'Ancient Greek Religion & Lore']",['Hades/Persephone (Hadestown)'],"['Orpheus (Hadestown)', 'Hades (Hadestown)', 'Persephone (Hadestown)', 'Hermes (Hadestown)']","['Family', 'Fluff', 'I did not plan on writing this', 'I did not plan on creating a universe', 'And yet I did']",English,2019-12-02,Completed,2019-12-02,980,4.0,85.0,1.0,729,,0.25,,-0.25,,
General Audiences,[''],"['Lore Olympus (Webcomic)', 'Ancient Greek Religion & Lore']","['Hades/Persephone (Lore Olympus)', 'Hades/Persephone (Ancient Greek Religion & Lore)', 'Hades/Persephone', 'Demeter & Persephone (Ancient Greek Religion & Lore)', 'Demeter & Persephone (Lore Olympus)']","['Persephone (Lore Olympus)', 'Persephone (Ancient Greek Religion & Lore)', 'Hades (Lore Olympus)', 'Hades (Ancient Greek Religion & Lore)', 'Demeter (Lore Olympus)', 'Demeter (Ancient Greek Religion & Lore)']","['Mother-Daughter Relationship', 'Married Couple', 'does this count as a character study?']",English,2019-12-01,Completed,2019-12-01,318,8.0,214.0,11.0,2152,,,,,,
General Audiences,"['F/F', 'F/M']",['Greek Mythology'],['Hades/Persephone'],"['Persephone', 'Hades', 'Demeter']","['Pomegranates', 'Freedom', 'I was challenged']",English,2019-11-11,Completed,2019-11-11,89,1.0,1.0,,132,,,,,,
General Audiences,['F/M'],['Ancient Greek Religion & Lore'],"['Hades/Persephone (Ancient Greek Religion & Lore)', 'Pluto/Proserpina (Ancient Roman Religion & Lore)', 'i put both greek and roman bc it can apply to both okay']","['Hades (Ancient Greek Religion & Lore)', 'Persephone (Ancient Greek Religion & Lore)', 'alternatively - Character', 'Pluto (Ancient Roman Religion & Lore)', 'Proserpina (Ancient Roman Religion & Lore)', 'Cerberus (Ancient Greek Religion & Lore)', ""also demeter aka ceres is mentioned but she doesn't actually make an appearance""]","['Angst', 'but like', 'very light angst', 'basically hades is Emo', ""but what's new"", ""he's also very whipped"", 'Fluff', ""badly written fluff tho you've been warned"", 'uhhhhh', ""i don't really have much more to add sorry"", ""basically it's Short and Not Very Good but sometimes it just be like that"", ""this was beta'd by my english teacher alskdjfh""]",English,2019-11-01,Completed,2019-11-01,1736,2.0,53.0,7.0,914,0.25,0.3125,0.0625,0.046875,-0.1388888888888889,0.1857638888888889
Not Rated,['F/M'],"['Lore Olympus (Webcomic)', 'Ancient Greek Religion & Lore']","['Hades/Persephone (Lore Olympus)', 'Hades & Hecate (Ancient Greek Religion & Lore)']","['Hades (Lore Olympus)', 'Hades (Ancient Greek Religion & Lore)', 'Persephone (Lore Olympus)', 'Persephone (Ancient Greek Religion & Lore)']","['Fanart', 'Inspired by Fanfiction']",English,2019-10-30,Completed,2019-10-30,71,2.0,56.0,1.0,5421,,,,,,
Teen And Up Audiences,['F/M'],['Ancient Greek Religion & Lore'],"['Hades/Persephone (Ancient Greek Religion & Lore)', 'Demeter & Persephone (Ancient Greek Religion & Lore)']","['Persephone (Ancient Greek Religion & Lore)', 'Demeter (Ancient Greek Religion & Lore)', 'Hades (Ancient Greek Religion & Lore)']","['Pregnancy', 'Trick or Treat: Trick', 'Trick or Treat: Treat', 'Bittersweet', 'Established Relationship', 'Complicated Emotions']",English,2019-10-21,Completed,2019-10-21,429,10.0,78.0,5.0,1248,,,,,,
General Audiences,['F/M'],['Ancient Greek Religion & Lore'],"['Hades/Persephone', 'Hades & Persephone (Ancient Greek Religion & Lore)', 'Demeter & Persephone (Ancient Greek Religion & Lore)']","['Hades (Ancient Greek Religion & Lore)', 'Persephone (Ancient Greek Religion & Lore)', 'Demeter (Ancient Greek Religion & Lore)']","['Genderswap', 'Alternate Universe - Gender Changes', 'Age Difference', 'Ancient Greece', 'Sister-Sister Relationship', 'Mother-Son Relationship', 'Unexpected Visitors', 'Visiting Relatives', 'Pre-Relationship', 'Female Hades - Freeform', 'Male Persephone - Freeform']",English,2019-09-26,Completed,2019-09-26,1294,6.0,63.0,3.0,1190,,0.4444444444444444,,-0.3333333333333333,,
Teen And Up Audiences,['F/M'],['Ancient Greek Religion & Lore'],['Hades/Persephone (Ancient Greek Religion & Lore)'],"['Hades (Ancient Greek Religion & Lore)', 'Persephone (Ancient Greek Religion & Lore)']",['Established Relationship'],English,2019-09-26,Completed,2019-09-26,396,10.0,97.0,5.0,1101,,0.5714285714285714,,-0.14285714285714285,,
General Audiences,['F/M'],['Ancient Greek Religion & Lore'],['Hades/Persephone (Ancient Greek Religion & Lore)'],"['Hades (Ancient Greek Religion & Lore)', 'Persephone (Ancient Greek Religion & Lore)']","['Pets', 'Dogs', 'Humor', 'Community: comment_fic']",English,2019-09-23,Completed,2019-09-23,620,4.0,51.0,3.0,789,,0.14285714285714285,,0.0,,
General Audiences,"['F/M', 'Gen']",['Ancient Greek Religion & Lore'],"[""Demeter & Hades/Persephone's Child(ren)""]","['Demeter (Ancient Greek Religion & Lore)', 'Persephone (Ancient Greek Religion & Lore)', 'Zagreus (Ancient Greek Religion & Lore)', 'Melinoe (Ancient Greek Religion & Lore)', 'Hades (Ancient Greek Religion & Lore)']","['Complicated family relationship', 'Happy Family', 'Slice of life where the parents are good parents', 'Family Bonding', 'Gods', 'Plants', 'Childhood']",English,2019-09-14,Completed,2019-09-14,1300,10.0,78.0,16.0,805,,-0.25,,-0.25,,
Teen And Up Audiences,['F/M'],"['Supernatural', 'Ancient Greek Religion & Lore']","['Gabriel (Supernatural)/Original Female Character(s)', 'Hades (Ancient Greek Religion & Lore)/Original Female Character(s)', 'Hades/Persephone (Ancient Greek Religion & Lore)', 'Zeus/Original Female Character(s)', 'Hera/Zeus (Ancient Greek Religion & Lore)']","['Gabriel (Supernatural)', 'Hades (Ancient Greek Religion & Lore)', 'Zeus (Ancient Greek Religion & Lore)', 'Hera (Ancient Greek Religion & Lore)', 'Persephone (Ancient Greek Religion & Lore)', 'Original Female Character']","['Mythology - Freeform', 'Writing Prompt Wednesday', 'Tumblr Prompt', 'Supernatural - Freeform', 'Archangel Gabriel (Supernatural)', 'Original Female Character - Freeform']",English,2019-09-11,Completed,2019-09-11,210,,31.0,2.0,978,,0.16666666666666666,,-0.3333333333333333,,
Teen And Up Audiences,['F/M'],['Ancient Greek Religion & Lore'],['Hades/Persephone (Ancient Greek Religion & Lore)'],"['Hades (Ancient Greek Religion & Lore)', 'Persephone (Ancient Greek Religion & Lore)', 'Demeter (Ancient Greek Religion & Lore)', 'Zeus (Ancient Greek Religion & Lore)']","['Hades - Freeform', 'Persephone Goes Willingly With Hades (Ancient Greek Religion & Lore)', 'Persephone - Freeform']",English,2019-09-04,Completed,2019-09-04,1756,4.0,209.0,21.0,2208,,0.40384615384615385,,-0.07692307692307693,,
General Audiences,['Gen'],['Ancient Greek Religion & Lore'],"['Hades/Persephone (Ancient Greek Religion & Lore)', 'Adonis/Hades']","['Adonis (Ancient Greek Religion & Lore)', 'Hades (Ancient Greek Religion & Lore)', 'Persephone (Ancient Greek Religion & Lore)']","['Fluff', 'Family Fluff']",English,2019-09-04,Completed,2019-09-04,1184,2.0,21.0,2.0,548,,,,,,
Explicit,['F/M'],['Ancient Greek Religion & Lore'],['Hades/Persephone (Ancient Greek Religion & Lore)'],"['Hades (Ancient Greek Religion & Lore)', 'Persephone (Ancient Greek Religion & Lore)', 'Minthe (Ancient Greek Religion & Lore)']","['Past Infidelity', 'Kink', 'Cunnilingus', 'Face Slapping', 'Pegging', 'Femdom', 'Submission', 'Anal Sex']",English,2019-09-03,Completed,2019-09-03,1276,3.0,140.0,10.0,2939,0.23684210526315788,0.16071428571428573,-0.07612781954887216,-0.375,-0.10526315789473684,-0.26973684210526316
Mature,['F/F'],['Ancient Greek Religion & Lore'],['Hades/Persephone (Ancient Greek Religion & Lore)'],"['Hades (Ancient Greek Religion & Lore)', 'Persephone (Ancient Greek Religion & Lore)']","['Genderswap', 'Nudity']",English,2019-08-25,Completed,2019-08-25,0,2.0,19.0,2.0,838,,,,,,
Not Rated,['F/M'],"['Original Work', 'Ancient Greek Religion & Lore', 'is that actually a fandom andnsj']",['Hades/Persephone (Ancient Greek Religion & Lore)'],['Persephone (Ancient Greek Religion & Lore)'],"['Inspired by Hades and Persephone (Ancient Greek Religion & Lore)', 'Monologue', 'inspired by la danse macabre by camille saint-saens', 'set to classical music', 'this was my grade 8 drama exam monologue bear with me', 'prose', 'so much prose', 'i had no business being this descriptive in 8th grade', 'like wtf did i expect to get an award for this or smth?', 'not to brag tho i did get the drama award at grad that year', 'so...i really peaked at 14 huh']",English,2019-08-25,Completed,2019-08-25,906,1.0,11.0,1.0,229,0.1111111111111111,0.0,-0.1111111111111111,-0.125,-0.3333333333333333,0.20833333333333331
General Audiences,"['F/M', 'Gen', 'M/M']","['Good Omens - Neil Gaiman & Terry Pratchett', 'Good Omens (TV)', 'Greek Mythology']","['Aziraphale & Crowley (Good Omens)', 'Aziraphale/Oscar Wilde', 'Aziraphale/Crowley (Good Omens)', 'Hades & Persephone (Ancient Greek Religion & Lore)', 'Hades/Persephone']","['Aziraphale (Good Omens)', 'Crowley (Good Omens)', 'Hades', 'Persephone', 'Oscar Wilde (Mentioned']","['Mythology References', 'Mischief', 'Crowley and Persephone are agents of chaos', 'Athena and Aziraphale love to talk about shitty prophecies', 'Hades has a safe space rule', 'Ineffable Husbands (Good Omens)', 'Crowley Has Feelings (Good Omens)', 'Aziraphale has Feelings', 'Aziraphale has a complicated relationship with God', 'References to Ancient Greek Religion & Lore', 'Dionysus just wants to get everyone drunk and kill a couple people', 'no biggy', 'Canon Compliant', 'Pre-Canon: Good Omens', 'Pre-Canon', 'Not Beta Read', 'Alternate Universe - Ancient Greek Religion & Lore Fusion', 'Marriage', 'Wedding', 'Flash Fic']",English,2019-08-19,Completed,2019-08-19,332,,46.0,4.0,387,,1.0,,,,
General Audiences,['F/M'],['Ancient Greek Religion & Lore'],"['Hades/Persephone (Ancient Greek Religion & Lore)', 'Hermes & Persephone (Ancient Greek Religion & Lore)', 'Demeter & Persephone (Ancient Greek Religion & Lore)']","['Hermes (Ancient Greek Religion & Lore)', 'Demeter (Ancient Greek Religion & Lore)', 'Hades (Ancient Greek Religion & Lore)', 'Persephone (Ancient Greek Religion & Lore)']","['Inspired by Hades and Persephone (Ancient Greek Religion & Lore)', 'Fluff', 'Song - Freeform', 'Hermes and Persephone are Best Friends', 'Mother-Daughter Relationship', 'Persephone Goes Willingly With Hades (Ancient Greek Religion & Lore)']",English,2019-08-19,Completed,2019-08-19,513,2.0,47.0,7.0,568,,,,,,
Teen And Up Audiences,['F/M'],['Greek Mythology'],['Hades/Persephone'],"['Persephone', 'Hades', 'Hera', 'Demeter', 'Hestia']","['dubcon', 'Quests', 'does greek mythology need the incest tag?', 'clever plans not fully thought out', 'persephone on top', 'AU Persephone takes Hades captive']",English,2019-08-18,Completed,2019-08-18,1712,6.0,52.0,14.0,566,0.3050847457627119,,,,0.06779661016949153,
Not Rated,['F/M'],"['Greek Mythology', 'Hadestown - Mitchell']",['Hades/Persephone'],"['Hades', 'Persephone']","['Greek Mythology - Freeform', 'Deities', 'Hades - Freeform', 'Persephone - Freeform', 'Inspired by Hadestown', 'Title taken from Hadestown', 'very sappy', 'Fluff', 'Not Beta Read', 'We Die Like Men', 'One Shot', 'very poetic', 'Mythology - Freeform']",English,2019-08-18,Completed,2019-08-18,882,7.0,58.0,3.0,465,0.43478260869565216,,,,-0.043478260869565216,
General Audiences,['F/M'],['Greek and Roman Mythology'],['Ades | Hades/Persephone | Persephone (Hellenistic Religion & Lore)'],"['Hades/Aidoneus', 'Persephone/Kore', 'Demeter', 'Various Nymphs']","[""probably the fluffiest version of this myth you'll ever read"", 'hades just wants a friend', 'persephone wants freedom', 'short and sweet']",English,2019-08-17,Completed,2019-08-17,1501,2.0,70.0,6.0,971,,,,,,
General Audiences,['F/M'],['Ancient Greek Religion & Lore'],['Hades/Persephone (Ancient Greek Religion & Lore)'],"['Hades (Ancient Greek Religion & Lore)', 'Persephone (Ancient Greek Religion & Lore)']","['Art', 'Courtship', 'Forced Marriage', 'Age Difference', 'Pastiche']",English,2019-08-03,Completed,2019-08-03,0,18.0,93.0,8.0,1425,,,,,,
General Audiences,[''],['Ancient Greek Religion & Lore'],['Hades/Persephone (Ancient Greek Religion & Lore)'],"['Hades (Ancient Greek Religion & Lore)', 'Persephone (Ancient Greek Religion & Lore)', 'Demeter (Ancient Greek Religion & Lore)', 'Original Female Character(s)', 'Chloris (Ancient Greek Religion & Lore)']","['Classical Scholarship', 'Footnotes', 'Mpreg', 'Flash Exchange Fic']",English,2019-07-28,Completed,2019-07-28,497,6.0,42.0,7.0,855,,,,,,
Teen And Up Audiences,['F/M'],['Ancient Greek Religion & Lore'],['Hades/Persephone (Ancient Greek Religion & Lore)'],"['Hades (Ancient Greek Religion & Lore)', 'Persephone (Ancient Greek Religion & Lore)', 'Demeter (Ancient Greek Religion & Lore)', 'Cerberus (Ancient Greek Religion & Lore)']","['Mpreg', ""I honestly don't know what to tag this with"", 'Het Mpreg']",English,2019-07-27,Completed,2019-07-27,722,12.0,120.0,10.0,1695,,0.0,,-0.2,,
General Audiences,['F/M'],"['Hadestown - Mitchell', 'Greek Mythology']",['Hades/Persephone (Hadestown)'],"['Hermes (Hadestown)', 'Hades (Hadestown)', 'Persephone (Hadestown)', 'Other Gods are mentioned', 'Orpheus and Eurydice are also mentioned']","['First Meetings', 'Inspired by Hadestown', 'Inspired by Music']",English,2019-07-26,Completed,2019-07-26,1187,4.0,64.0,6.0,636,,,,,,
General Audiences,['F/M'],['Ancient Greek Religion & Lore'],"['Hades/Persephone (Ancient Greek Religion & Lore)', 'Hades/Persephone']","['Hades (Ancient Greek Religion & Lore)', 'Persephone (Ancient Greek Religion & Lore)', 'Demeter (Ancient Greek Religion & Lore) (mentioned)']","['Character Study', 'i guess', ""I don't really know - Freeform""]",English,2019-07-21,Completed,2019-07-21,662,3.0,90.0,9.0,675,,,,,,
Teen And Up Audiences,['F/M'],"['Ancient Greek Religion & Lore', 'Greek Mythology']","['Hades/Persephone', 'Hades/Original Character(s)']","['Hades', 'Persephone (Ancient Greek Religion & Lore)', 'Hades (Ancient Greek Religion & Lore)']","['Chance Meetings', 'Romance', 'Angst', 'Pining', 'Flower Crowns']",English,2019-07-16,Completed,2019-07-16,909,4.0,157.0,6.0,1689,,,,,,
General Audiences,"['F/M', 'Other']",['Ancient Greek Religion & Lore'],['Hades/Persephone (Ancient Greek Religion & Lore)'],"['Persephone (Ancient Greek Religion & Lore)', 'Hades (Ancient Greek Religion & Lore)']","['Alternate Universe - Science Fiction', 'Space Stations', 'Artificial Intelligence']",English,2019-07-15,Completed,2019-07-15,913,7.0,24.0,1.0,575,,-0.15384615384615385,,0.07692307692307693,,
Teen And Up Audiences,['F/M'],['Ancient Greek religion and lore'],['Hades/Persephone'],"['Hades', 'Persephone', 'Hecate']",[''],English,2019-07-10,Completed,2019-07-10,519,,5.0,,358,0.4,0.5,0.09999999999999998,,-0.06666666666666667,
General Audiences,['F/M'],['Ancient Greek Religion & Lore'],['Hades/Persephone (Ancient Greek Religion & Lore)'],"['Hades (Ancient Greek Religion & Lore)', 'Persephone (Ancient Greek Religion & Lore)']",['Relationship Study'],English,2019-07-10,Completed,2019-07-10,652,,32.0,3.0,458,,0.0,,-0.16666666666666666,,
Mature,['F/M'],['Ancient Greek Religion & Lore'],['Hades/Persephone (Ancient Greek Religion & Lore)'],"['Hades (Ancient Greek Religion & Lore)', 'Persephone (Ancient Greek Religion & Lore)']","['Reincarnation', 'Persephone Goes Willingly With Hades (Ancient Greek Religion & Lore)', 'References to Ancient Greek Religion & Lore', 'References to Norse Religion & Lore', 'References to Aztec Religion & Lore', 'Japanese Mythology & Folklore', 'Reconciliation Sex', 'Non-Explicit Sex']",English,2019-07-08,Completed,2019-07-08,1383,6.0,116.0,22.0,2027,,,,,,
General Audiences,"['F/M', 'Gen']",['Ancient Greek Religion & Lore'],['Hades/Persephone'],['Persephone'],['Poetry'],English,2019-07-08,Completed,2019-07-08,123,,16.0,,224,,,,,,
Mature,['F/M'],"['Ancient Greek Religion & Lore', 'Ancient Roman Religion & Lore']","['Hades & Persephone (Hellenistic Religion & Lore)', 'Hades/Persephone (Ancient Greek Religion & Lore)', 'Hades & Hermes & Persephone (Ancient Greek Religion & Lore)', 'Hermes/Persephone (Ancient Greek Religion & Lore)']","['Hermes (Ancient Greek Religion & Lore)', 'Hades (Ancient Greek Religion & Lore)', 'Persephone (Ancient Greek Religion & Lore)']","['Infidelity', 'Heartbreak', 'Romance', 'Jealousy', 'Spring', 'Mythology References', 'Hell', 'Immortality', 'Love']",English,2019-06-25,Completed,2019-06-25,1717,6.0,94.0,7.0,1806,,,,,,
Not Rated,['Gen'],['Ancient Greek Religion & Lore'],['Hades/Persephone (Ancient Greek Religion & Lore)'],[''],"['Greek gods', 'Hades - Freeform', 'Persephone - Freeform', 'Mythology - Freeform', 'short works', 'not really a poem but also not a story', ""not to sure what I'm doing"", 'My first fic']",English,2019-06-10,Completed,2019-06-15,459,6.0,6.0,1.0,136,,,,,,
General Audiences,['F/M'],"['Hadestown - Mitchell', 'Ancient Greek Religion & Lore']","['Hades/Persephone (Hadestown)', 'Hades & Persephone (Hellenistic Religion & Lore)', 'Hades/Persephone (Ancient Greek Religion & Lore)']","['Persephone (Hadestown)', 'Persephone (Ancient Greek Religion & Lore)', 'Hades (Hadestown)', 'Hades (Ancient Greek Religion & Lore)', 'Proserpina (Ancient Roman Religion & Lore)', 'Pluto (Ancient Roman Religion & Lore)']","['Poetry', 'Letters', 'Love Letters', 'Established Relationship', 'Old Married Couple', 'Married Couple', 'Immortality', 'Underworld', 'Inspired by Poetry']",English,2019-06-09,Completed,2019-06-09,136,13.0,43.0,5.0,538,,,,,,
Explicit,['F/M'],"['Hadestown - Mitchell', 'Ancient Greek Religion & Lore']","['Hades/Persephone (Hadestown)', 'Hades/Persephone (Hellenistic Religion & Lore)']","['Persephone (Hadestown)', 'Hades (Hadestown)']","['Smut', 'Plot What Plot/Porn Without Plot', 'Dirty Talk', 'Pegging', 'Dom/sub', 'Angry Sex']",English,2019-05-27,Completed,2019-05-27,1267,2.0,118.0,9.0,3975,0.24489795918367346,0.24691358024691357,0.002015621063240103,-0.14814814814814814,-0.07142857142857142,-0.07671957671957672
Mature,['F/M'],['Greek and Roman Mythology'],['Ades | Hades/Persephone | Persephone (Hellenistic Religion & Lore)'],"['Ades | Hades (Hellenistic Religion & Lore)', 'Persephone | Persephone (Hellenistic Religion & Lore)']","['Miscarriage', 'Child Loss', 'Language Barrier', 'Pregnancy - holding someone while they miscarry', 'Hurt/Comfort', 'Emotional Hurt/Comfort']",English,2019-05-27,Completed,2019-05-27,1150,7.0,131.0,14.0,1730,0.12,,,,-0.28,
Teen And Up Audiences,['F/M'],"['Hadestown - Mitchell', 'Ancient Greek Religion & Lore']","['Hades/Persephone (Hadestown)', 'Hades & Persephone (Hellenistic Religion & Lore)', 'Hades - Relationship']","['Hades (Hadestown)', 'Persephone (Hadestown)', 'Persephone (Ancient Greek Religion & Lore)', 'Hades (Ancient Greek Religion & Lore)', 'Demeter (Ancient Greek Religion & Lore)']","['Angst', 'Miscarriage', 'Child Loss', 'Loss', 'trigger warning', 'Implied Death', 'Trying For A Baby', 'graveyards', 'Self-Hatred']",English,2019-05-26,Completed,2019-05-26,1047,5.0,89.0,9.0,872,0.22580645161290322,,,,0.06451612903225806,
General Audiences,['F/M'],"['Greek and Roman Mythology', 'Dialogues - Plato', 'Hymn to Demeter - Homer']",['Hades/Persephone (Hellenistic Religion & Lore)'],"['Demeter (Hellenistic Religion & Lore)', 'Persephone (Hellenistic Religion & Lore)', 'Hades (Hellenistic Religion & Lore)', 'Zeus (Hellenistic Religion & Lore)']","['Atlantis', 'Mythology - Freeform']",English,2019-05-16,Completed,2019-05-16,1251,9.0,17.0,1.0,538,,,,,,
Teen And Up Audiences,['F/M'],"['Greek and Roman Mythology', 'Ancient Greek Religion & Lore']",['Ades | Hades/Persephone | Persephone (Hellenistic Religion & Lore)'],"['Ades | Hades (Hellenistic Religion & Lore)', 'Persephone | Persephone (Hellenistic Religion & Lore)']","['chtonic courting', 'Canon Compliant', 'divine mating rituals']",English,2019-05-12,Completed,2019-05-12,352,18.0,91.0,3.0,1388,,,,,,
Teen And Up Audiences,['F/M'],['Greek and Roman Mythology'],['Ades | Hades/Persephone | Persephone (Hellenistic Religion & Lore)'],"['Ades | Hades (Hellenistic Religion & Lore)', 'Persephone | Persephone (Hellenistic Religion & Lore)']","['Mild Sexual Content', 'Mild Smut', 'Fluff and Smut', 'Rough Kissing', 'Rough Sex', 'Switching', 'Woman on Top', 'Light Angst', 'Self-Doubt', 'Dorks in Love', 'Spitefic']",English,2019-05-04,Completed,2019-05-04,532,10.0,163.0,18.0,3047,0.35714285714285715,0.23809523809523808,-0.11904761904761907,-0.3333333333333333,-0.07142857142857142,-0.26190476190476186
General Audiences,['F/M'],"['Greek and Roman Mythology', 'A Court of Thorns and Roses Series - Sarah J. Maas']","['Ades | Hades/Persephone | Persephone (Hellenistic Religion & Lore)', 'Feyre Archeron/Rhysand']","['Ades | Hades (Hellenistic Religion & Lore)', 'Persephone | Persephone (Hellenistic Religion & Lore)', 'Rhysand (ACoTaR)', 'Feyre Archeron']",[''],English,2019-04-30,Completed,2019-04-30,655,11.0,117.0,5.0,4188,,,,,,
Teen And Up Audiences,[''],['Greek and Roman Mythology'],['Ades | Hades/Persephone | Persephone (Hellenistic Religion & Lore)'],"['Ades | Hades (Hellenistic Religion & Lore)', 'Persephone | Persephone (Hellenistic Religion & Lore)']","['Podfic & Podficced Works', 'Podfic', 'Podfic Length: 0-10 Minutes']",English,2019-04-12,Completed,2019-04-12,28,1.0,17.0,1.0,420,,,,,,
Teen And Up Audiences,['F/M'],['Greek and Roman Mythology'],['Hades/Persephone'],['Cerberus'],"['Mythology - Freeform', 'Honestly just writing practice for me']",English,2019-04-10,Completed,2019-04-10,541,,28.0,,577,0.625,0.0,-0.625,-1.0,0.1875,-1.1875
Teen And Up Audiences,['F/M'],"['Greek and Roman Mythology', 'Captain America (Movies)', 'Captain America - All Media Types', 'Winter Soldier (Comics)', 'The Avengers (Marvel Movies)']","['James ""Bucky"" Barnes/Reader', 'Hades/Persephone', 'Ades | Hades/Persephone | Persephone (Hellenistic Religion & Lore)']","['James ""Bucky"" Barnes', 'Ades | Hades (Hellenistic Religion & Lore)', 'Persephone | Persephone (Hellenistic Religion & Lore)']","['Fluff', 'Love Confessions', 'Falling In Love', 'Post-Captain America: The Winter Soldier', 'Sad with a Happy Ending', 'Mythology References', 'Bucky Barnes Feels', 'Bucky Barnes as Hades', 'reader as persephone', 'Bucky Barnes Needs a Hug', 'Bucky Barnes Recovering', 'Bucky Barnes Has Issues', 'Hurt Bucky Barnes']",English,2019-03-03,Completed,2019-03-03,1269,2.0,72.0,7.0,1253,0.25,0.0,-0.25,-0.3333333333333333,0.08333333333333333,-0.41666666666666663
General Audiences,['Other'],['Greek and Roman Mythology'],['Ades | Hades/Persephone | Persephone (Hellenistic Religion & Lore)'],"['Ades | Hades (Hellenistic Religion & Lore)', 'Persephone | Persephone (Hellenistic Religion & Lore)']","['Poetry', 'Greek myth - Freeform']",English,2019-02-17,Completed,2019-02-17,152,1.0,25.0,1.0,1127,,,,,,
General Audiences,['Other'],['Greek and Roman Mythology'],['Ades | Hades/Persephone | Persephone (Hellenistic Religion & Lore)'],"['Ades | Hades (Hellenistic Religion & Lore)', 'Persephone | Persephone (Hellenistic Religion & Lore)']","['Poetry', 'Greek myth - Freeform']",English,2019-02-17,Completed,2019-02-17,227,,15.0,,244,,,,,,
General Audiences,['Other'],['Greek and Roman Mythology'],['Ades | Hades/Persephone | Persephone (Hellenistic Religion & Lore)'],"['Persephone | Persephone (Hellenistic Religion & Lore)', 'Ades | Hades (Hellenistic Religion & Lore)']","['Poetry', 'Greek myth - Freeform']",English,2019-02-17,Completed,2019-02-17,43,,9.0,,170,,,,,,
General Audiences,['Other'],['Greek and Roman Mythology'],['Ades | Hades/Persephone | Persephone (Hellenistic Religion & Lore)'],"['Demeter (Hellenistic Religion & Lore)', 'Ades | Hades (Hellenistic Religion & Lore)', 'Persephone | Persephone (Hellenistic Religion & Lore)']","['Poetry', 'Greek Mythology - Freeform']",English,2019-02-17,Completed,2019-02-17,286,1.0,12.0,1.0,300,,,,,,
Explicit,['F/M'],['Greek and Roman Mythology'],['Ades | Hades/Persephone | Persephone (Hellenistic Religion & Lore)'],"['Persephone | Persephone (Hellenistic Religion & Lore)', 'Ades | Hades (Hellenistic Religion & Lore)']","['Art', 'Watercolors']",English,2019-02-15,Completed,2019-02-15,0,33.0,202.0,8.0,9538,,,,,,
