rating,category,fandom,relationship,character,additional tags,language,published,status,status date,words,comments,kudos,bookmarks,hits,persephone_agency,hades_agency,agency_diff,hades_power,persephone_power,power_diff
Teen And Up Audiences,['F/M'],['Greek and Roman Mythology'],['Hades/Persephone'],"['Hades', 'Persephone | Persephone (Hellenistic Religion & Lore)', 'Hecate', 'Raphael']","['Romance', 'Romantic Comedy', 'Cooking', 'Recipes', 'Hugs', 'Love', 'Friendship/Love', 'Greek Mythology - Freeform', 'One Shot', 'Complete']",English,2014-04-30,Completed,2014-04-30,677,,21.0,1.0,697,,,,,,
Not Rated,['F/M'],['Greek and Roman Mythology'],['Hades/Persephone'],"['Hades', 'Persephone', 'Hermes', 'Cerberus (Greek and Roman Mythology)']",['Modern Era'],English,2014-03-18,Completed,2014-03-18,1097,43.0,1672.0,261.0,13721,,0.0,,0.0,,
General Audiences,['F/M'],['Greek and Roman Mythology'],['Hades/Persephone'],"['Persephone | Persephone (Hellenistic Religion & Lore)', 'Hades (Greek and Roman Mythology)']","['Biting', 'not in a romantic sense though???']",English,2014-03-13,Completed,2014-03-13,466,1.0,30.0,4.0,1337,,,,,,
Explicit,['F/M'],['Greek and Roman Mythology'],['Hades/Persephone'],"['Hades', 'Persephone']","['Oral Sex', 'Barebacking', 'Riding', 'Teasing']",English,2014-02-24,Completed,2014-02-24,1042,4.0,541.0,53.0,14770,0.075,0.18421052631578946,0.10921052631578947,0.07894736842105263,-0.3,0.3789473684210526
Teen And Up Audiences,['F/M'],"['Hades/Persephone - Fandom', 'Eros/Psyche - Fandom', 'Greek Mythology']",['Hades/Persephone'],"['Hades (Greek and Roman Mythology)', 'Persephone | Persephone (Hellenistic Religion & Lore)']",[''],English,2014-02-14,Completed,2014-02-14,1338,16.0,1609.0,208.0,18862,,,,,,
Mature,"['Other', 'F/F']","['Ulysses Dies at Dawn (Album)', 'Greek and Roman Mythology', 'The Mechanisms (Band)']","['Hades/Persephone', 'Persephone/Thalia']","['Demeter (Greek and Roman Mythology)', 'Persephone | Persephone (Hellenistic Religion & Lore)', ""Ashes O'Reilly"", 'Thalia Muse of Comedy']","['Murder', 'Violence', 'Body Horror', 'Inspired by Tumblr', 'Alternate Universe - Science Fiction', 'Serial Killers', 'Genetic Engineering', 'Hacking', 'Biopunk', 'Wordcount: 1.000-3.000']",English,2014-02-05,Completed,2014-02-05,1536,20.0,177.0,20.0,1569,0.3055555555555556,1.0,0.6944444444444444,0.0,-0.1111111111111111,0.1111111111111111
Teen And Up Audiences,"['F/M', 'Gen']",['Greek and Roman Mythology'],"['She/Him', 'pseudo-Hades/Persephone']","['She - Character', 'Him', 'Hades', 'Persephone']","[""look ma i'm AU'ing greek mythology""]",English,2014-01-20,Completed,2014-01-20,1023,3.0,35.0,2.0,448,0.4,,,,-0.8,
Teen And Up Audiences,['F/M'],['Greek and Roman Mythology'],['Hades/Persephone'],"['Hades (Greek and Roman Mythology)', 'Persephone | Persephone (Hellenistic Religion & Lore)']","['Kidnapping', 'Betrayal', 'Marriage', 'Handfasting', 'Promises', 'Oaths & Vows', 'Fruit']",English,2014-01-18,Completed,2014-01-18,784,12.0,302.0,35.0,4751,,,,,,
Mature,['F/M'],['Greek and Roman Mythology'],['Hades/Persephone'],"['Hades (Greek and Roman Mythology)', 'Persephone (Greek and Roman Mythology)']","['Dubious Consent', 'Underworld', 'Greek Mythology - Freeform']",English,2014-01-03,Completed,2014-01-03,1402,3.0,80.0,3.0,3823,,0.4444444444444444,,0.05555555555555555,,
Teen And Up Audiences,['Gen'],['Greek and Roman Mythology'],"['Hades/Persephone', 'Demeter & Persephone']",['Persephone'],"['Poetry', 'Feminist Themes', 'Revisionist Mythmaking']",English,2013-12-17,Completed,2013-12-17,551,3.0,43.0,2.0,468,0.0625,0.5,0.4375,0.0,-0.125,0.125
Explicit,['F/M'],"['Greek and Roman Mythology', 'A Hundred Days of Night (comic)']","['Hades/Persephone (Ancient Greek Religion & Lore)', 'Hades (A Hundred Days of Night)/Persephone (A Hundred Days of Night)']","['Hades (Greek and Roman Mythology)', 'Persephone (Greek and Roman Mythology)', 'Hades (A Hundred Days of Night)', 'Persephone (A Hundred Days of Night)']","['PWP', 'Established Relationship', 'Possessive Behavior', 'Biting', 'Marking', '(within an established relationship)', 'also this is a loving Hades/Persephone', 'no abduction', 'NO rape', ""It's awesome"", 'Woman on Top']",English,2013-12-01,Completed,2013-12-01,1403,19.0,1357.0,194.0,28133,0.29333333333333333,0.3333333333333333,0.03999999999999998,-0.23809523809523808,-0.22666666666666666,-0.011428571428571427
Teen And Up Audiences,['F/M'],['Greek and Roman Mythology'],['Hades/Persephone'],"['Hades', 'Persephone', 'Demeter']","['i have loved greek mythology since the fourth grade', 'idk why this is the first time i have written anything for it', 'this is probably also so overdone but oh well']",English,2013-11-10,Completed,2013-11-10,1131,2.0,68.0,11.0,1851,,,,,,
Mature,"['Gen', 'F/M']",['Greek and Roman Mythology'],['Hades/Persephone'],"['Persephone (Greek and Roman Mythology)', 'Hades (Greek and Roman Mythology)', 'Thanatos (Greek Mythology)']","['Obsession', 'Mild Gore']",English,2013-10-26,Completed,2013-10-26,879,3.0,104.0,3.0,6642,0.04878048780487805,,,,-0.1951219512195122,
General Audiences,['Gen'],['Greek and Roman Mythology'],['Hades/Persephone'],[''],"['Comment Fic', 'Community: comment_fic']",English,2013-10-14,Completed,2013-10-14,108,,18.0,2.0,759,,0.0,,1.0,,
Teen And Up Audiences,['F/M'],['Greek and Roman Mythology'],['Hades/Persephone'],"['Hades (Greek and Roman Mythology)', 'Persephone (Greek and Roman Mythology)']","['Alternate Universe - Modern Setting', 'Alternate Names used']",English,2013-10-10,Completed,2013-10-10,1558,14.0,241.0,29.0,4005,,,,,,
Teen And Up Audiences,['F/M'],['Greek and Roman Mythology'],"['Hades/Persephone', 'Eurydice/Orpheus']","['Persephone', 'Hades', 'Thanatos', 'Orpheus']",['Married Life'],English,2013-09-24,Completed,2013-09-24,836,18.0,279.0,30.0,4365,0.3157894736842105,0.45,0.1342105263157895,-0.05,0.0,-0.05
General Audiences,['Gen'],['Greek and Roman Mythology'],['Hades/Persephone'],"['Apollo', 'Hermes', 'Dionysus']",['Crack Retelling'],English,2013-09-24,Completed,2013-09-24,273,6.0,239.0,18.0,4013,0.0,,,,-0.5,
General Audiences,['F/M'],['Greek and Roman Mythology'],['Hades/Persephone'],"['Persephone (Greek and Roman Mythology)', 'Hades (Greek and Roman Mythology)']","['Poetry', 'Non-Romance']",English,2013-08-20,Completed,2013-08-20,146,,10.0,1.0,519,,,,,,
Not Rated,['F/M'],['Greek and Roman Mythology'],['Hades/Persephone'],"['Persephone (Greek and Roman Mythology)', 'Hades (Greek and Roman Mythology)']","['Poetry', 'Romance']",English,2013-08-20,Completed,2013-08-20,146,,15.0,5.0,590,,,,,,
Teen And Up Audiences,['F/M'],"['A Song of Ice and Fire - George R. R. Martin', 'Greek and Roman Mythology']","['Arya Stark/Aegon VI Targaryen', 'Hades/Persephone']","['Arya Stark', 'Aegon VI Targaryen', 'Hades (Greek and Roman Mythology)', 'Persephone (Greek and Roman Mythology)']","['Hell', 'Underworld', 'Abduction']",English,2013-08-15,Completed,2013-08-15,1254,7.0,167.0,24.0,5154,,,,,,
Mature,['Multi'],['Greek and Roman Mythology'],"['Eurydice/Persephone', 'Eurydice/Orpheus', 'Hades/Persephone']","['Persephone (Greek and Roman Mythology)', 'Eurydice (Greek and Roman Mythology)', 'Orpheus (Greek and Roman Mythology)', 'Hades (Greek and Roman Mythology)']","['Alternate Universe - Historical', 'Prohibition', 'Femslash', 'Podfic Length: 1-1.5 Hours', 'Audio Format: MP3', 'Audio Format: M4B', 'Music', 'Dancing', 'Community: podficbigbang', 'Podfic', 'POV Female Character']",English,2013-08-14,Completed,2013-08-14,72,6.0,20.0,2.0,313,,,,,,
Teen And Up Audiences,['F/M'],['Greek and Roman Mythology'],['Hades/Persephone'],"['Hades (Greek and Roman Mythology)', 'Persephone (Greek and Roman Mythology)', 'Demeter (Greek and Roman Mythology)', 'Zeus (Greek and Roman Mythology)', 'Other(s)']","['Challenge Response', 'Community: 1_million_words', 'Tarot', 'Tarot Challenge', 'Mythical Beings & Creatures', 'Implied/Referenced Character Death', 'Mild Language', 'Implied Relationships', 'Moral Lessons']",English,2013-08-11,Completed,2013-08-11,1419,2.0,28.0,1.0,833,,0.16666666666666666,,0.25,,
General Audiences,['F/M'],['Greek and Roman Mythology'],['Hades/Persephone'],"['Hades (Greek and Roman Mythology)', 'Persephone (Greek and Roman Mythology)']","['Alternate Universe - Historical', 'Alternate Universe - Gender Changes', 'Art', 'Digital Art', 'Photoshop']",English,2013-08-04,Completed,2013-08-04,0,2.0,27.0,2.0,1737,,,,,,
Explicit,['F/M'],['Greek and Roman Mythology'],['Hades/Persephone'],"['Hades (Greek and Roman Mythology)', 'Persephone (Greek and Roman Mythology)']","['Genderswap', 'First Time', 'Hades being a boss no matter what state he (or she) is in']",English,2013-07-22,Completed,2013-07-22,767,4.0,227.0,43.0,4999,,0.15625,,-0.28125,,
General Audiences,['F/M'],['Greek and Roman Mythology'],['Hades/Persephone'],"['Persephone (Greek and Roman Mythology)', 'Hades (Greek and Roman Mythology)']","['Community: fan_flashworks', 'Prompt Fic', 'Gardens & Gardening', 'Hurt/Comfort', 'Bingo', 'Community: hc_bingo', 'Community: 1_million_words']",English,2013-07-08,Completed,2013-07-08,1060,1.0,56.0,4.0,1358,0.375,0.3125,-0.0625,-0.125,0.05,-0.175
General Audiences,['F/M'],['Greek and Roman Mythology'],['Hades/Persephone'],"['Persephone (Greek and Roman Mythology)', 'Hades (Greek and Roman Mythology)', 'Demeter (Greek and Roman Mythology)']","['Alternate Universe - Modern Setting', 'Motorcycles', 'American South', 'Rural Setting', 'Love']",English,2013-06-17,Completed,2013-06-17,610,2.0,88.0,20.0,1592,,,,,,
Mature,"['F/M', 'F/F']",['Greek and Roman Mythology'],"['Hades/Persephone', 'Eris/Persephone']","['Persephone (Greek and Roman Mythology)', 'Demeter (Greek and Roman Mythology)', 'Artemis (Greek and Roman Mythology)', 'Athena (Greek and Roman Mythology)', 'Zeus (Greek and Roman Mythology)', 'Eris (Greek and Roman Mythology)', 'Hades (Greek and Roman Mythology)', 'Aphrodite (Greek and Roman Mythology)']","['Mild Sexual Content', 'Obsession']",English,2013-06-11,Completed,2013-06-11,713,8.0,96.0,7.0,5447,0.25,,,,-0.18181818181818182,
General Audiences,['Gen'],['Greek and Roman Mythology'],"['Hades/Persephone', 'Demeter/Persephone']","['Demeter', 'Persephone', 'Zeus', 'Hades']",['Greek Mythology - Freeform'],English,2013-06-11,Completed,2013-06-11,795,,8.0,,802,0.0,1.0,1.0,-1.0,-0.3333333333333333,-0.6666666666666667
Teen And Up Audiences,['F/M'],['Greek and Roman Mythology'],"['Hades/Persephone', 'Demeter & Persephone']","['Persephone (Greek and Roman Mythology)', 'Hades (Greek and Roman Mythology)', 'Demeter (Greek and Roman Mythology)']",[''],English,2013-04-09,Completed,2013-04-09,732,8.0,406.0,41.0,6243,,0.0,,0.0,,
Explicit,['F/M'],"['Greek and Roman Mythology', 'Mythology - Fandom']",['Hades/Persephone'],"['Hades (Greek and Roman Mythology)', 'Persephone (Greek and Roman Mythology)']",[''],English,2013-03-13,Completed,2013-03-13,576,12.0,190.0,20.0,14083,,,,,,
Explicit,['F/M'],['Greek and Roman Mythology'],['Hades/Persephone'],"['Hades (Greek and Roman Mythology)', 'Persephone (Greek and Roman Mythology)']","['Non Consensual', 'Married Sex', 'Captivity']",English,2013-03-03,Completed,2013-03-03,291,,122.0,11.0,12590,,,,,,
General Audiences,['F/M'],"['Greek and Roman Mythology', 'Hellenistic Religion & Lore']",['Hades/Persephone'],"['Hades (Greek and Roman Mythology)', 'Persephone (Greek and Roman Mythology)']",['Drabble'],English,2013-02-26,Completed,2013-02-26,341,,66.0,3.0,1511,,-0.3333333333333333,,-0.16666666666666666,,
General Audiences,['F/M'],['Greek and Roman Mythology'],['Hades/Persephone'],"['Hades', 'Persephone']",[''],English,2013-02-10,Completed,2013-02-10,505,1.0,114.0,15.0,2932,,,,,,
Teen And Up Audiences,['F/M'],['Greek and Roman Mythology'],['Hades/Persephone'],"['Hades (Greek and Roman Mythology)', 'Persephone (Greek and Roman Mythology)']","['Myths retold', 'Old tales in new skins']",English,2013-02-03,Completed,2013-02-03,550,4.0,100.0,21.0,1927,0.19047619047619047,0.42857142857142855,0.23809523809523808,0.07142857142857142,-0.19047619047619047,0.26190476190476186
Mature,['F/M'],['Greek and Roman Mythology'],['Hades/Persephone'],"['Persephone (Greek and Roman Mythology)', 'Hades (Greek and Roman Mythology)', 'Demeter (Greek and Roman Mythology)']","['First Time', 'Sexual Content', 'Gods', 'Married Sex', 'Time Skips']",English,2013-01-30,Completed,2013-01-30,256,,123.0,9.0,4600,-0.5,,,,-0.375,
Explicit,['F/M'],['Greek and Roman Mythology'],['Hades/Persephone'],[''],[''],English,2013-01-30,Completed,2013-01-30,747,19.0,1322.0,177.0,18351,-0.043478260869565216,0.13333333333333333,0.17681159420289855,-0.06666666666666667,-0.043478260869565216,-0.02318840579710145
Explicit,['F/M'],['Greek and Roman Mythology'],['Hades/Persephone'],[''],[''],English,2013-01-30,Completed,2013-01-30,397,5.0,439.0,62.0,8872,,,,,,
General Audiences,['Gen'],['Greek and Roman Mythology'],['Hades/Persephone'],"['Hades (Greek and Roman Mythology)', 'Persephone (Greek and Roman Mythology)', 'Pirithous (Greek and Roman Mythology)']",[''],English,2013-01-23,Completed,2013-01-23,334,4.0,252.0,29.0,3211,0.5,0.0,-0.5,-0.25,-0.2,-0.04999999999999999
Mature,['F/M'],['Greek and Roman Mythology'],['Hades/Persephone'],"['Hades (Greek and Roman Mythology)', 'Persephone (Greek and Roman Mythology)']","['Porn Battle', 'Married Couple', 'Established Relationship', 'Undressing']",English,2013-01-21,Completed,2013-01-21,342,2.0,137.0,6.0,6860,,0.0,,-0.625,,
Teen And Up Audiences,['F/M'],['Greek and Roman Mythology'],['Hades/Persephone'],"['Hades (Greek and Roman Mythology)', 'Persephone (Greek and Roman Mythology)', 'Hecate (Greek and Roman Mythology)']",[''],English,2013-01-20,Completed,2013-01-20,617,1.0,129.0,9.0,2644,0.0,0.3333333333333333,0.3333333333333333,-0.06666666666666667,-0.5714285714285714,0.5047619047619047
General Audiences,"['F/M', 'Gen']",['Greek and Roman Mythology'],"['Hera/Zeus', 'Hades/Persephone']","['Hera (Greek and Roman Mythology)', 'Zeus (Greek and Roman Mythology)', 'Hades (Greek and Roman Mythology)', 'Persephone (Greek and Roman Mythology)']",[''],English,2013-01-19,Completed,2013-01-19,620,16.0,538.0,77.0,8292,0.3333333333333333,,,,-0.3333333333333333,
General Audiences,['Other'],['Greek and Roman Mythology'],['Hades/Persephone'],"['Persephone (Greek and Roman Mythology)', 'Apollo (Greek and Roman Mythology)', 'Dionysus (Greek and Roman Mythology)']","['Persephone wears shipper goggles', 'Slash Goggles', 'Epic Bromance', 'Apollo is Jay-Z']",English,2012-12-24,Completed,2012-12-24,669,,58.0,5.0,1135,,,,,,
Teen And Up Audiences,['F/M'],['Greek and Roman Mythology'],"['Hades/Persephone', 'Persephone/Dionysus']","['Persephone (Greek and Roman Mythology)', 'Hades (Greek and Roman Mythology)', 'Dionysus (Greek and Roman Mythology)']","['Polyamory', 'Rebirth', 'POV Female Character', 'Yuletide 2012', 'Yuletide Treat']",English,2012-12-24,Completed,2012-12-24,1007,8.0,72.0,13.0,1464,,,,,,
General Audiences,['F/M'],['Greek and Roman Mythology'],['Hades/Persephone'],[''],"['Kidnapping', 'Podfic', 'Podfic & Podficced Works', 'Podfic Length: 10-20 Minutes', 'Audio Format: MP3', 'Audio Format: Streaming']",English,2012-12-19,Completed,2012-12-19,19,,6.0,,345,,,,,,
Teen And Up Audiences,['F/M'],['Greek and Roman Mythology'],['Hades/Persephone'],"['Persephone (Greek and Roman Mythology)', 'Hades (Greek and Roman Mythology)']",[''],English,2012-12-13,Completed,2012-12-13,495,1.0,69.0,8.0,1193,,,,,,
Teen And Up Audiences,['F/M'],['Greek and Roman Mythology'],['Hades/Persephone'],"['Hades', 'Persephone']",[''],English,2012-12-01,Completed,2012-12-01,517,2.0,102.0,20.0,2107,,0.5,,0.0,,
Mature,['F/M'],['Ancient Greek Religion & Lore'],"['Hades/Persephone', 'Hades/Persephone (Ancient Greek Religion & Lore)']","['Hades (Greek and Roman Mythology)', 'Persephone (Greek and Roman Mythology)', 'Hermes (Greek and Roman Mythology)', 'Hades (Ancient Greek Religion & Lore)', 'Persephone (Ancient Greek Religion & Lore)', 'Hermes (Ancient Greek Religion & Lore)']","['Complete', 'Romance', 'One Shot']",English,2012-10-26,Completed,2012-10-26,1114,3.0,164.0,20.0,4251,,,,,,
General Audiences,['F/M'],['Greek and Roman Mythology'],['Hades/Persephone'],"['Persephone (Greek and Roman Mythology)', 'Hades (Greek and Roman Mythology)']","['Fruit', 'Community: comment_fic']",English,2012-09-10,Completed,2012-09-10,215,,97.0,13.0,2056,,,,,,
Mature,['F/M'],['Greek and Roman Mythology'],['Hades/Persephone'],"['Hades (Greek and Roman Mythology)', 'Persephone (Greek and Roman Mythology)', 'Charon (Greek and Roman Mythology)', 'Cronus (Greek and Roman Mythology)', 'Cerberus (Greek and Roman Mythology)', 'Thanatos', 'Erinyes (Greek and Roman Mythology)']","['Mild Sexual Content', 'Mild Mutilation', 'Mild Gore']",English,2012-09-05,Completed,2012-09-05,673,1.0,152.0,10.0,10791,0.125,0.2,0.07500000000000001,-0.45,0.075,-0.525
Mature,['F/M'],['Greek and Roman Mythology'],['Hades/Persephone'],"['Hades (Greek and Roman Mythology)', 'Persephone (Greek and Roman Mythology)']",[''],English,2012-08-30,Completed,2012-08-30,747,2.0,193.0,14.0,4494,,,,,,
Mature,['F/M'],['Greek and Roman Mythology'],['Hades/Persephone'],"['Hades (Greek and Roman Mythology)', 'Persephone (Greek and Roman Mythology)', 'Demeter (Greek and Roman Mythology)']","['Dubious Consent', 'Loss of Virginity', 'Abduction', 'Obsession', 'Mild Stockholm Syndrome', 'Mild Sexual Content']",English,2012-08-01,Completed,2012-08-01,1172,9.0,242.0,29.0,13054,,,,,,
Explicit,['F/M'],['Greek and Roman Mythology'],['Hades/Persephone'],[''],[''],English,2012-06-04,Completed,2012-06-04,687,11.0,709.0,81.0,13293,0.2,,,,-0.26666666666666666,
Explicit,['F/M'],['Greek and Roman Mythology'],['Hades/Persephone'],[''],[''],English,2012-06-04,Completed,2012-06-04,397,8.0,486.0,50.0,11516,0.1111111111111111,0.3333333333333333,0.2222222222222222,-0.5,-0.2222222222222222,-0.2777777777777778
Teen And Up Audiences,['F/M'],['Greek and Roman Mythology'],['Hades/Persephone'],"['Demeter (Greek and Roman Mythology)', 'Persephone (Greek and Roman Mythology)', 'Hades (Greek and Roman Mythology)']","['Family', 'Prompt Fic', 'Mother-Daughter Relationship', 'Mythology - Freeform']",English,2012-05-26,Completed,2012-05-26,156,,52.0,3.0,2089,,,,,,
General Audiences,"['F/M', 'Gen', 'M/M']","['DCU - Comicverse', 'Justice League of America (Comics)', 'Greek and Roman Mythology']","['Hades/Persephone', ""J'onn J'onzz/Bruce Wayne""]","[""J'onn J'onzz"", 'Hades (Greek and Roman Mythology)']","['Alternate Universe', 'Alternate Universe - Afterlife', 'Mythology - Freeform']",English,2012-05-03,Completed,2012-05-03,531,2.0,90.0,8.0,1509,,0.2222222222222222,,0.1111111111111111,,
